,id,client_name,date,date_register,value
3045,9325,Danielle Garcia,2022-02-16,2019-10-01,58.61947300078892
3046,3752,Laurie Baker,2022-01-23,2020-11-14,35.25284459120155
3047,5596,Juan Tran,2022-01-30,2021-11-21,79.6304445463384
3048,2595,Rachel Martinez,2022-03-11,2021-09-10,27.858177351304224
3049,5496,Jason Wade,2022-03-07,2021-10-06,27.175427353396707
3050,4811,Todd Brown,2022-02-23,2021-07-18,51.86262723335374
3051,4163,Justin Johnson,2022-02-23,2021-11-20,92.29783825024197
3052,9974,Mitchell Johnson,2022-01-08,2022-03-15,21.34669014479079
3053,8140,Daryl Barrera,2022-01-01,2021-12-08,37.108441824009844
3054,7244,Shannon Hall,2022-02-16,2021-10-01,34.990134288760345
3055,6118,Bruce Mitchell,2022-02-15,2019-04-03,27.245876376559654
3056,2224,Kimberly Owen,2022-02-23,2021-12-06,85.41886367806902
3057,6115,David Dalton,2022-02-22,2022-03-03,98.16816475997526
3058,9239,Shawn Hernandez,2022-02-04,2021-01-09,86.56179694560427
3059,5774,Kelly Clay,2022-01-19,2021-10-14,82.07646087040015
3060,2949,John Jackson,2022-03-19,2019-08-14,95.48948080577036
3061,7150,Steven Kim,2021-12-30,2019-11-09,19.478372302283454
3062,5891,Julie Page,2022-02-07,2022-02-13,25.024274599554865
3063,8122,Mary Davis,2022-02-17,2021-07-27,46.84573937637742
3064,1886,Dawn Pennington,2022-02-03,2021-08-15,67.26105521994002
3065,9032,Jeremy Turner,2022-02-06,2021-01-03,60.204225033863764
3066,4932,Whitney Kim,2022-03-18,2019-06-23,61.957078474531826
3067,8560,Eileen Flores,2022-03-18,2019-04-24,16.228666414858605
3068,1711,Dr. Michael Church,2022-03-22,2021-10-26,19.568807847186665
3069,2141,Daniel Lowe,2022-01-05,2021-10-02,94.22747401226827
3070,7883,Michele Davis,2022-03-16,2021-09-02,64.89895251919796
3071,4877,Francis Jacobs,2022-01-16,2019-11-26,56.25328119270111
3072,2599,Tanya Moran,2022-03-05,2019-03-29,35.566230346449444
3073,6784,Cynthia Moss,2022-03-09,2020-10-26,27.90807172122073
3074,6044,Michelle Dixon,2022-02-13,2022-03-21,73.28960596813845
3075,3904,Kathryn King,2022-02-05,2020-12-12,73.64292295196468
3076,1023,Dr. Donna Wilson,2022-01-23,2019-08-22,25.69471552681636
3077,5961,Paula Gonzalez,2022-01-06,2020-12-14,38.40685754707125
3078,9411,Brian Shepherd,2022-01-16,2022-01-04,24.186557264172603
3079,6620,Zachary Maynard,2022-01-20,2021-07-10,89.3164876189271
3080,1161,James Watson,2022-02-24,2020-02-26,81.27410478988261
3081,7948,Mario Kennedy,2022-01-23,2022-02-26,24.4134341417759
3082,6003,Peter Singh,2022-01-28,2019-07-07,29.33545582639586
3083,4186,Ann Harvey,2022-01-27,2020-12-28,95.16253178329735
3084,9331,Michael Wells,2022-01-14,2021-06-19,21.85176827636619
3085,2116,Jessica Wilson,2022-01-06,2020-07-23,30.502575859603375
3086,9498,William Barry,2021-12-28,2022-02-05,27.458080328868274
3087,7406,Jennifer Blake DDS,2022-02-02,2020-10-19,64.94057833290783
3088,9868,Brian Clements,2022-02-23,2019-12-10,69.64657238490184
3089,4302,Rebecca Mcdonald,2022-01-12,2020-09-04,64.79576200548455
3090,8652,Allison Miller,2022-03-24,2019-12-20,68.85293062937473
3091,1775,Eric Rogers,2022-02-24,2021-11-10,23.305639336529417
3092,9206,Amanda Harrison,2021-12-29,2021-04-03,99.70205239535434
3093,4591,Randy Cruz,2022-03-21,2020-11-30,3.178800665382342
3094,8466,Joseph Lutz,2022-03-03,2022-03-05,5.828465301382158
3095,1150,Anthony Flores,2022-01-14,2020-06-10,54.43892763309633
3096,6033,Drew Joseph,2022-02-17,2021-11-06,41.775385421009716
3097,9267,Adam Cox,2021-12-26,2019-09-05,90.12284739631463
3098,7020,Nicholas Johnson,2021-12-31,2021-02-10,28.06220703986506
3099,6770,Cynthia Burns,2022-02-06,2020-11-13,14.649598732524415
3100,4204,Lindsey Jensen,2022-01-06,2021-05-18,42.59899404360953
3101,7941,Brittany Hanson,2022-03-22,2019-04-02,45.82419596933516
3102,3955,Katie Reynolds,2022-02-14,2021-08-16,88.08936989550047
3103,5594,John Deleon,2022-03-14,2021-02-16,33.32884114325719
3104,4419,Erika Stone,2022-01-29,2021-10-12,35.57330722087818
3105,4455,Timothy Henderson,2022-02-03,2020-12-08,19.58952757775425
3106,5599,James Mckenzie,2022-01-20,2021-02-15,67.10836474389852
3107,8020,Julie Campbell,2022-03-22,2019-12-27,79.77678989745718
3108,9733,Anthony Smith,2022-01-16,2019-06-30,2.0190933183057314
3109,6721,Dr. Michelle Reese,2022-03-19,2021-06-01,22.756035078780855
3110,4561,Barry Snyder,2022-02-15,2020-03-19,30.960131374157328
3111,1627,Mark Castillo,2022-02-06,2021-04-10,52.60461058511899
3112,4500,William Davis,2022-03-09,2021-06-25,0.6587180944653159
3113,9662,Steven Wilkins,2022-03-24,2019-11-09,69.21575353661564
3114,7323,Ryan Jimenez,2022-01-02,2021-09-28,53.19853495860076
3115,9706,Arthur Barton,2022-03-18,2021-12-21,29.217289269965086
3116,6113,Alex Hall,2022-01-25,2020-02-20,22.912797241197836
3117,9395,Kyle Zimmerman,2022-02-17,2020-05-05,65.83517317494774
3118,9084,Adam Chan,2022-01-19,2022-01-07,42.59311661163995
3119,3624,Larry Mclaughlin,2022-02-08,2021-08-14,69.96272375083674
3120,1872,Jeanne Campbell,2022-02-05,2020-11-11,49.692377589964174
3121,9732,Wayne Le,2022-03-21,2021-04-13,76.16234130723805
3122,6279,Jessica Jensen,2022-02-10,2021-08-17,70.3466702797601
3123,6741,Joshua Becker,2022-01-02,2019-07-06,21.212329162786702
3124,1671,Shawn Peterson,2022-03-14,2019-09-03,0.8672847378925042
3125,2184,Katherine Willis,2022-01-11,2021-08-16,40.6462526284879
3126,8976,Sarah Harvey,2022-01-26,2020-09-18,94.24595350554682
3127,5728,Carolyn Little,2022-02-04,2020-02-16,89.46940775597105
3128,3677,Troy Pollard,2022-02-01,2021-08-31,97.17135221634364
3129,4130,Kathleen Robinson,2022-01-20,2019-07-12,20.861729529624775
3130,4589,Thomas Gordon,2022-03-16,2021-01-15,57.328791716626306
3131,7234,Latasha Fowler,2022-01-28,2021-07-31,95.26265369054275
3132,2004,Lori Moore,2022-01-26,2019-05-14,74.17167295780173
3133,9399,Eric Acosta,2022-02-13,2021-03-05,74.56064517168424
3134,8765,Brian Watts,2022-01-06,2022-01-06,3.3737263690309383
3135,7614,Tina Rose,2022-03-20,2022-02-05,11.787878811692698
3136,7829,Stephanie Campbell,2022-03-03,2020-11-27,59.132712363504304
3137,9667,Brian Chavez,2022-01-21,2020-02-09,18.893250854151656
3138,1484,Molly Barnett,2022-02-15,2021-04-18,18.348277256527158
3139,7430,Gina Moss,2022-01-02,2020-10-24,90.81687268998897
3140,4424,Jennifer Bradley,2022-02-24,2020-03-13,13.613888394504482
3141,6266,Brandi Schmitt,2022-01-26,2021-06-21,89.49397368291744
3142,5665,Ryan Juarez,2022-02-10,2019-09-26,7.144102998507728
3143,5630,Pamela Randolph,2022-02-09,2022-02-05,27.559650626437637
3144,8662,Sarah Herring,2022-02-09,2020-07-08,42.993631172264244
3145,3956,Mark Allison,2022-02-19,2021-06-27,3.895610932720295
3146,2807,Timothy Garcia,2022-02-15,2021-03-19,25.269092828731054
3147,1394,Andrea Weaver,2021-12-26,2021-03-05,19.445059375718778
3148,3289,Kenneth Howell,2022-03-05,2021-08-26,52.3990007718873
3149,7718,Jared Nguyen,2022-01-31,2019-10-03,14.244596387894736
3150,5822,Anna Johnson,2022-01-17,2021-04-21,71.54022148475178
3151,3328,John Li,2022-03-23,2021-10-09,37.66050683928697
3152,1189,Kimberly Myers,2022-01-02,2021-03-14,12.79857725386303
3153,4100,Lawrence Smith,2022-01-28,2020-05-29,35.42017293769709
3154,7964,Robin Hicks,2021-12-26,2022-02-08,47.37020576847202
3155,7742,Aaron Michael,2022-03-05,2020-07-04,96.6209788956649
3156,5395,Natalie Simmons,2022-01-24,2021-04-16,82.75179597962077
3157,3879,Daniel Garcia,2022-01-02,2021-05-26,22.591391603282553
3158,3455,Marc Adams,2022-01-12,2019-08-28,83.51649593682644
3159,4443,Kathryn Foster,2022-03-06,2021-02-25,27.822152724862413
3160,4281,Teresa Young,2022-01-04,2019-03-28,60.662341409170025
3161,2312,Sarah Rivera,2022-02-25,2021-02-09,91.98185966495778
3162,6277,Jennifer Roberson,2022-02-02,2019-12-15,4.834440018006214
3163,6214,Tracey Carey,2022-03-19,2022-01-13,41.36646055007673
3164,5282,Mark Pena,2022-01-23,2021-12-30,2.247190868045146
3165,9412,Dr. Thomas Campbell,2022-01-30,2021-05-03,41.03833740049267
3166,8262,Michael Anderson,2022-03-25,2021-11-21,34.97918859271716
3167,3469,Danielle Sawyer,2022-03-13,2021-07-04,33.14542113949662
3168,4297,Nicholas Hall,2022-01-12,2019-09-11,7.456039811070481
3169,1371,Lori Frederick,2022-02-08,2021-06-26,86.82593174786692
3170,9377,Shelley Pennington,2022-02-20,2020-09-19,34.35887720326214
3171,1242,Cheryl Kaufman,2022-03-01,2019-12-01,26.84187056137981
3172,2670,Casey Williams,2022-01-05,2019-06-08,66.91447526937033
3173,6159,Brian Elliott,2022-01-23,2019-07-03,6.908578574195301
3174,6784,Charles Harris,2022-02-11,2021-10-07,36.546781606512944
3175,3189,Andrew Smith,2022-02-01,2021-10-12,9.447486514985881
3176,1963,Melissa Johnson,2022-01-16,2021-06-14,63.65754774143989
3177,6739,Danielle Dalton,2022-02-24,2019-05-02,29.62404815709001
3178,1395,Christopher Anderson,2022-03-16,2021-01-01,62.80087860919766
3179,8126,Lee Yoder,2022-03-16,2021-11-20,33.14341407485348
3180,4588,Casey Murphy,2022-01-19,2019-07-02,41.69178427689958
3181,8615,David Hayden,2021-12-31,2020-10-01,13.604128905597445
3182,1859,Ashley Duffy,2022-03-07,2019-10-18,25.96160744587639
3183,6101,Carlos Munoz,2022-01-19,2019-05-04,48.06078026648839
3184,1624,Kendra Wright,2022-01-07,2021-06-30,34.28374462216816
3185,7383,Heather Sanchez,2022-01-17,2021-03-23,90.77931455296836
3186,3179,Charles Turner,2022-03-22,2022-02-26,30.28882975554279
3187,7951,Derek Bailey,2022-02-15,2021-09-21,70.07811450589074
3188,8062,Casey Morse,2022-03-12,2020-09-24,2.2249252356978277
3189,6235,Ruth Smith,2022-02-03,2020-06-14,95.84590061198752
3190,3618,Katie Hudson,2022-01-27,2021-11-26,15.014518943509215
3191,5588,Eric Richard,2022-01-25,2019-05-21,79.0638697120711
3192,5962,Mark Ramirez,2022-02-11,2020-02-28,31.894533084358866
3193,3244,Adam Bowers,2022-01-30,2019-04-11,96.34311263594529
3194,7968,Michelle Young,2022-03-03,2020-12-12,18.681746945996757
3195,9667,Rebecca Fuller,2022-03-16,2021-11-24,76.16923828675816
3196,1742,Lisa Hicks,2022-02-10,2019-08-19,8.903080042192313
3197,9931,Stacie Stone,2022-02-16,2021-04-13,80.6760853382662
3198,5044,Melissa Gallagher,2022-01-11,2020-12-08,77.8713164162963
3199,6710,Nicole Graham,2022-01-29,2020-04-24,8.35983643649868
3200,3336,Justin Richards,2022-01-07,2019-12-12,81.46539848568266
3201,6965,Kimberly Smith,2022-01-01,2021-10-02,58.88260195232935
3202,8040,Amy Rios,2022-01-20,2020-11-17,41.01525488413004
3203,3752,Jeremy Jackson,2021-12-28,2022-01-29,46.60989379093423
3204,2053,Denise Martinez,2022-03-25,2021-05-20,96.76137252686046
3205,5240,Mary Ramirez,2021-12-27,2019-10-13,63.4729749066602
3206,8168,Connie Salazar,2022-03-22,2021-05-05,68.70101505034361
3207,7413,Karen Ortega,2022-01-24,2021-11-04,21.56118821455747
3208,7859,Kevin Graves,2022-01-01,2020-01-17,12.099444053845376
3209,3657,Brooke Allen,2021-12-29,2021-02-03,50.616829945825145
3210,9271,Jose Hill,2022-02-02,2019-09-08,57.13253952983598
3211,5416,Peter Garcia,2022-01-16,2020-03-27,97.31588129348138
3212,3679,Catherine Sloan,2022-02-02,2019-06-13,49.99113715325687
3213,9494,Rebecca Smith,2022-03-24,2019-11-24,96.42203185894054
3214,7511,Joshua Lawrence,2022-01-01,2020-02-03,16.672887513800504
3215,3317,Chelsea Edwards,2022-02-25,2019-04-02,18.86510305651745
3216,8130,Jessica Bradley,2022-03-15,2020-06-29,20.8184352498091
3217,9397,Alexander Salinas,2022-02-11,2019-06-04,36.84989228920811
3218,8186,Autumn Owens,2022-02-13,2020-12-03,68.31835117325946
3219,2689,Taylor Mills,2022-01-12,2020-08-14,51.79673281641616
3220,3667,Dale Stokes,2022-03-14,2019-10-25,16.42808028317395
3221,7847,Amber Howard,2022-03-21,2019-07-25,89.31208889004739
3222,1479,Shirley Walker,2021-12-29,2021-02-09,25.209461265734355
3223,9470,Christopher Huffman,2022-01-13,2022-03-17,74.75640533252638
3224,2083,Tracy Pope,2021-12-26,2022-03-21,62.88577262264009
3225,8098,Michael Watson,2021-12-29,2021-10-21,61.909456783682636
3226,1738,Natalie Giles,2022-02-14,2020-01-09,84.28210134064601
3227,2509,Robert Lee,2022-02-16,2022-01-22,63.3628836221859
3228,5615,Tina Richardson,2022-02-11,2021-05-28,77.31136280503877
3229,5396,Jasmine Castro,2022-02-13,2022-02-01,56.95198428034735
3230,5336,Alicia Rivera,2022-02-23,2019-08-02,13.837012283803741
3231,4805,Stephanie Williams,2022-01-26,2022-01-04,69.57048672440806
3232,6021,Timothy Hernandez,2022-01-29,2021-07-09,7.00479105066324
3233,4231,Cody Martinez,2022-01-15,2020-09-19,29.494000710817957
3234,7801,Jason Porter,2022-02-16,2020-06-26,74.22458111978435
3235,8641,Alan Pittman,2022-02-04,2019-08-31,94.18295671383837
3236,1908,Donna Khan,2022-03-18,2019-08-23,99.80731889810907
3237,8434,Cody Smith,2022-03-07,2021-09-11,16.684498548460446
3238,1395,Robert Aguilar,2022-03-16,2019-08-09,82.08378528812196
3239,8957,Jason Petersen,2022-01-26,2020-04-27,63.73717646307463
3240,4498,Marisa Abbott,2022-02-10,2019-08-02,44.179514394875696
3241,1813,Dawn Lowery,2022-01-01,2020-07-28,63.56817138849718
3242,3024,Angela Haynes,2021-12-29,2021-08-03,73.02820290540984
3243,1318,Tracy Cole,2021-12-26,2021-10-21,15.566476110497952
3244,5946,Dominique Rivera,2021-12-29,2021-05-25,62.72340007183076
3245,3346,Megan Bowers,2022-02-21,2020-02-08,91.46796214728096
3246,2214,Kimberly Williams,2021-12-27,2020-09-27,24.419666010207496
3247,6167,Kristin Mathews,2022-02-26,2022-01-20,85.54846252069757
3248,6509,Joseph Maxwell,2022-02-09,2019-12-25,36.908107720480324
3249,2028,William Estrada,2022-02-26,2022-02-15,4.906525389150362
3250,1941,Dawn Davis,2022-03-01,2021-01-16,9.33304356477953
3251,1784,Joshua Walters,2022-03-17,2021-12-10,3.20440386030586
3252,2930,Madeline Schultz,2022-01-15,2021-06-22,32.164877402358464
3253,3432,Abigail Brown,2022-01-08,2021-08-29,78.29442968697238
3254,1969,John Dalton,2022-02-14,2020-07-03,61.437465983910556
3255,7939,Tracy Perez,2021-12-30,2019-11-21,40.31116956316695
3256,7068,Susan Sullivan,2022-03-19,2021-06-20,40.117988734698784
3257,8520,Katie Craig,2022-03-19,2019-05-04,10.86635444757077
3258,3457,Thomas Johnson,2022-02-27,2020-04-09,58.039717351632625
3259,2260,Jonathan Peterson,2022-01-19,2019-11-10,67.95260469327386
3260,4639,Jocelyn Lee,2021-12-29,2020-04-26,24.841701588303934
3261,6345,Timothy Jenkins,2022-03-20,2019-08-07,78.46954986991767
3262,5883,Mr. Carlos Turner,2021-12-31,2021-04-05,87.13102575587241
3263,2691,Richard Jimenez,2022-03-17,2021-10-18,11.158874540149966
3264,4855,Morgan Lopez,2022-01-21,2019-12-10,21.025433791928105
3265,3360,Vicki Moore,2022-02-22,2020-10-01,51.47410724775832
3266,3076,Amanda Martin,2022-01-12,2021-10-30,1.5593680340057592
3267,5682,Robert Burnett,2022-02-26,2021-09-02,94.93377551086391
3268,5855,Jessica Hudson,2021-12-31,2020-05-05,38.77977326171001
3269,2853,Troy Mahoney,2022-01-04,2020-03-24,64.59657333098693
3270,1331,James Walker,2022-01-22,2019-05-09,84.30254437892965
3271,4798,Victor Guzman,2022-01-30,2019-06-28,49.87224955461108
3272,5500,Nicholas Higgins,2022-01-13,2021-08-22,9.080259853950668
3273,1479,Jennifer Miranda,2022-03-03,2020-08-04,82.86081451015023
3274,1138,John Bell,2021-12-30,2019-07-31,78.70774680136779
3275,9137,Jonathan Phelps,2022-03-04,2020-12-27,22.34988751885839
3276,6688,Michael Atkins DDS,2022-01-22,2019-10-12,15.264961855255855
3277,4114,Jeffrey Ellis,2022-02-27,2022-03-23,38.103168465843574
3278,5462,Denise Williams,2021-12-27,2020-11-12,51.49179772908564
3279,3246,Brittney Moore,2022-03-06,2021-10-03,54.81866164261897
3280,9931,Richard Simmons,2022-01-19,2021-10-06,32.93275723864622
3281,1396,Melissa Diaz,2022-02-11,2021-11-26,48.17702260852875
3282,8094,Christine Keller,2022-03-16,2020-12-03,83.76820865068572
3283,4764,Austin Moore DDS,2022-02-09,2021-02-07,19.849088303326656
3284,2092,Alexa Sharp,2022-03-04,2021-10-03,14.535365248470434
3285,7361,Nicole Grant,2022-02-15,2021-03-06,61.90223332520844
3286,7638,Brenda Ellis,2022-03-15,2020-06-18,58.83466651395971
3287,4476,Pamela Meyer,2022-01-15,2021-04-17,63.3289588180165
3288,4505,Wanda Cole,2022-02-20,2020-06-09,12.155068388317492
3289,6736,Linda Lozano,2022-01-20,2019-08-02,45.42023699975156
3290,8690,James Hull,2022-03-06,2019-08-09,12.290630622907361
3291,9035,Phillip Vazquez,2021-12-28,2021-06-30,14.438794487604412
3292,5638,Terry Adams,2022-02-10,2019-06-06,18.266473333226728
3293,3972,Joshua Horton,2022-01-26,2021-12-09,10.47762405916357
3294,8133,Michael Baker,2022-03-24,2019-07-11,39.53412886167109
3295,5986,Caroline Bryant,2022-02-20,2022-02-13,17.00533366111752
3296,2041,William Hull,2022-02-05,2019-11-09,56.4844183340888
3297,3844,Cathy Jimenez,2022-03-25,2021-04-13,85.22684625753743
3298,3476,Gabrielle Phillips,2022-03-13,2022-03-03,87.77799770150075
3299,5296,Tami Williams,2022-01-13,2021-12-22,56.73161433104613
3300,4460,Melissa Parker,2022-03-24,2019-08-03,15.04237394503739
3301,3183,Jordan Buckley,2022-01-23,2019-08-10,38.05981412588667
3302,3987,Kristie Li,2022-01-01,2021-03-13,11.820416188821126
3303,6331,Peter Fuller,2022-03-06,2021-05-27,60.74861952146219
3304,8511,Benjamin Carter,2022-01-22,2022-03-24,49.46445038158386
3305,8568,Michael Stuart,2022-02-06,2019-12-08,84.3022025101536
3306,1706,Albert Wall,2022-01-09,2021-11-18,61.27646355889907
3307,8291,Juan Randall,2022-01-11,2021-10-29,78.45658831333199
3308,5229,Keith Lopez,2022-02-04,2021-02-27,48.76655491217009
3309,8495,Brenda Perry,2021-12-27,2020-09-19,5.040157970021886
3310,1616,Pamela Martinez,2022-03-18,2020-04-27,17.24656105096287
3311,9775,Daniel Reed,2022-03-05,2022-03-07,16.233671397913785
3312,6413,Cynthia Sharp,2022-03-14,2022-01-04,86.38724256352775
3313,2847,Jennifer Diaz,2022-02-18,2020-09-10,60.89246716208054
3314,7153,Dr. Gloria Richard,2022-01-16,2020-02-12,27.157703897745556
3315,3415,Patricia Wilson,2022-03-22,2020-12-17,12.877820413830943
3316,9315,Lindsey Aguilar,2022-01-15,2021-11-08,33.14100742639721
3317,3080,Holly Mills,2022-02-27,2019-11-27,28.510658030801494
3318,4605,Margaret Matthews,2022-02-19,2019-07-06,87.50394983285175
3319,4842,Heather Newman,2022-02-01,2019-10-07,33.79536148071306
3320,9442,Shelly Russell,2022-02-02,2020-08-08,27.19880640294149
3321,9885,Dawn Solis,2021-12-26,2021-12-28,17.27823343174285
3322,1501,Thomas Stafford,2022-02-09,2021-06-07,58.192663228376404
3323,7993,Pamela Rodriguez,2022-01-01,2021-05-18,6.420729033483608
3324,9631,Jon Joseph,2022-02-21,2020-04-14,50.32257519199626
3325,2517,Maria Alvarez,2022-03-17,2021-11-20,71.73840986439775
3326,3598,Russell Carpenter,2022-01-25,2021-02-11,39.89647120330336
3327,8786,Melissa Price,2022-02-15,2021-03-08,28.059342816180276
3328,4252,Alex Alvarado,2022-02-28,2020-09-22,71.06261023287853
3329,1182,Mr. Charles Jones DVM,2022-03-14,2020-11-28,35.76247690375117
3330,3244,Natasha Smith,2022-02-27,2021-01-28,80.65633635270977
3331,6378,William Johnson,2022-01-13,2019-11-02,1.520404273782916
3332,6162,Carlos Adams,2022-03-02,2021-11-04,5.477043239706624
3333,5494,James Ramos,2022-01-11,2019-09-09,83.53863331741947
3334,4725,Cynthia Fernandez,2022-02-28,2020-01-19,58.98277110949072
3335,6898,Eric Savage,2022-02-12,2021-03-13,70.20531976673891
3336,1836,Mr. Peter Brown,2022-02-06,2021-06-03,4.230807384642043
3337,5479,Cindy Strickland,2022-01-19,2021-02-08,19.964341072063007
3338,2547,Christopher Henry,2022-01-30,2021-11-09,62.221186719436126
3339,8690,Eric Holmes,2022-02-18,2020-01-03,44.89155119075442
3340,6432,Anna Wright,2022-02-26,2021-09-05,48.34803137394075
3341,1731,Norma Matthews,2022-02-19,2020-05-11,64.68715838456916
3342,7704,Renee Jackson,2022-01-30,2021-03-25,25.89994593954106
3343,3855,Timothy Edwards,2022-03-10,2020-05-08,44.984703687129
3344,6099,Jason Guzman,2021-12-30,2021-12-13,97.86118027968129
3345,4354,Anne Fischer,2021-12-27,2022-01-13,86.1946037768801
3346,2033,Rodney Garcia,2022-03-07,2020-07-23,26.418677872449724
3347,1858,Kaitlyn Payne,2022-01-31,2021-10-21,15.422646629823245
3348,1929,Shawn Leon,2022-02-15,2019-12-18,7.775564368389509
3349,8169,Carl Evans,2022-03-06,2022-03-19,88.83080147987191
3350,1376,Michael Schmidt,2022-01-06,2021-06-23,55.97898756759226
3351,6490,Dawn Weeks,2022-02-17,2019-07-17,72.95065548883937
3352,2279,Courtney Smith,2022-02-26,2020-03-28,4.631235079797547
3353,2909,Andrea Salazar,2022-03-06,2021-08-16,4.445157208602368
3354,4517,Maria Rice,2022-02-19,2021-01-16,0.12310799266993522
3355,6480,Wendy Lloyd,2022-03-06,2020-08-30,64.91975419482733
3356,2601,Bryan Henderson,2022-02-13,2021-05-15,36.890522860975224
3357,1698,Anthony Delacruz,2022-01-23,2021-11-11,6.2009803300650095
3358,1800,Brian Lewis,2022-01-14,2020-12-29,18.7596161176931
3359,1978,Pamela Patton,2022-01-10,2021-11-29,1.1787715868468385
3360,5096,Patricia Phillips,2022-01-14,2021-08-17,74.35663195037553
3361,1445,Craig Norris,2022-03-17,2021-09-25,38.2479427487882
3362,8325,Ruben Campos,2022-02-05,2021-04-03,63.393597440225335
3363,2123,Angela Bailey,2022-01-07,2020-06-17,61.39483588034997
3364,8898,Richard Blair,2022-02-04,2019-07-11,49.34729968516927
3365,1382,Patrick Ramirez,2022-02-24,2021-06-29,25.12739119927334
3366,6365,Kimberly Richardson,2022-03-06,2021-12-06,96.94000611669689
3367,7351,Jon Allen,2022-03-02,2021-09-09,65.84121395765452
3368,3966,Christopher Ryan,2022-03-18,2020-06-03,37.48986065023061
3369,9421,Amanda Dunn,2022-03-11,2019-05-29,84.17152133738246
3370,4053,Luke Cisneros,2022-03-07,2020-02-09,19.727098931041688
3371,7693,Angela Rios,2022-01-31,2019-09-17,49.38902705517246
3372,6289,Nancy Ochoa,2022-03-10,2020-04-17,79.81596193942602
3373,4702,Rebecca Williams,2022-03-08,2021-04-24,70.10121372015148
3374,9668,Sharon Underwood,2022-01-24,2020-08-01,97.3315053177147
3375,8672,Julie Jones,2022-03-06,2020-04-18,96.58011290264015
3376,7452,Elizabeth Brown DDS,2022-02-18,2021-10-25,65.64294608449987
3377,9820,Tanya Day,2022-01-13,2020-12-28,16.624630003489727
3378,4406,Debbie Fuller,2022-02-27,2021-11-04,12.26664143473416
3379,2244,Paul Washington,2022-03-23,2021-09-18,55.56278938499263
3380,4313,Crystal Wells,2022-03-11,2020-03-22,3.8982411777606307
3381,8973,Diana Roberts,2022-01-09,2020-05-19,5.893209784980691
3382,3940,Chad Palmer,2022-01-16,2021-12-28,45.948285437507664
3383,8056,Elizabeth Salinas,2022-02-03,2020-09-22,34.65446107670056
3384,4486,Michael Jensen III,2022-03-18,2021-10-09,72.8306691406889
3385,2587,Robert Diaz,2022-03-05,2020-01-20,53.91057680649619
3386,9881,Christina Stewart,2022-02-26,2019-10-08,98.82597041298364
3387,6964,Robert Hampton,2022-01-07,2021-01-23,65.6740312647972
3388,6757,Madison Wood,2022-02-21,2020-09-03,8.165285208022954
3389,5555,Christopher Castro,2022-01-05,2022-01-20,72.53678324239948
3390,2317,Scott Gardner,2022-01-21,2022-02-07,71.32044261516316
3391,7051,Emily Bautista,2022-03-12,2019-09-07,60.73505241976641
3392,2621,Anthony Wright,2022-03-09,2021-01-09,26.448828257966404
3393,1422,Leslie Gonzalez,2022-01-20,2019-11-08,20.39757998224282
3394,8764,Susan Klein,2022-01-18,2020-10-26,26.00506091274861
3395,5762,Andrew Howell,2022-02-20,2019-12-21,59.834726320709066
3396,1542,Michael West,2022-02-01,2021-04-03,23.994830079257934
3397,4077,Danny Johnson,2022-03-17,2021-11-09,51.89717359949177
3398,6684,Scott Hoffman,2022-03-11,2020-12-07,7.4650105675935325
3399,8767,Luke Evans,2022-02-16,2020-12-21,62.186773574622976
3400,1775,James Collins,2022-01-08,2020-07-14,48.43591543073414
3401,7704,Nathan Le PhD,2022-02-09,2021-02-11,26.62892027395284
3402,9819,James Mullins,2022-01-07,2020-02-25,69.86029688960762
3403,8721,Rebecca Mora,2022-03-02,2019-05-21,96.23468997254872
3404,4677,Brett Knight,2022-02-21,2019-08-24,58.96466775355715
3405,7844,Ashley Ochoa,2021-12-27,2021-05-22,89.36846497953773
3406,3621,Michael Vincent,2022-01-06,2019-12-16,74.31171686059108
3407,1484,Kelly Stuart,2022-01-28,2021-06-11,26.833614838310304
3408,5424,Annette Martin,2022-01-30,2019-07-08,84.0732654473891
3409,1179,Wanda Smith,2022-01-17,2021-02-24,12.314192556666125
3410,6867,Elizabeth Bowen,2022-03-06,2021-08-13,1.3068949145893738
3411,6677,Mr. James Chambers,2022-01-29,2019-07-10,43.80135422788032
3412,2355,Joe Carrillo,2021-12-26,2021-10-27,61.579670000847884
3413,9694,Alan Morgan,2021-12-27,2020-02-03,66.5515820133288
3414,8195,Crystal Mason,2022-01-03,2021-03-07,43.62572145576825
3415,8692,Richard Davidson,2022-03-22,2019-05-28,4.9007113351693725
3416,3139,Tyler Huber,2022-02-19,2021-05-24,20.339388163478723
3417,6510,Jeffrey Ruiz,2022-01-30,2021-02-10,13.17437573772633
3418,1500,Ebony Herman,2021-12-28,2020-05-22,43.068870940692115
3419,1924,Christian Rose,2022-03-09,2021-02-10,33.34799874268201
3420,3797,Penny Noble,2022-02-05,2020-05-27,31.186465824068698
3421,9301,Emily Kidd,2022-02-25,2020-11-25,9.5812406637108
3422,3016,Wayne Curtis,2022-02-08,2020-08-26,80.0928595948158
3423,1106,Stephanie Warner,2022-03-03,2020-04-05,95.59490356626654
3424,4075,James Chavez,2022-01-28,2020-04-18,66.00546928738
3425,4339,Christina Jones,2022-01-22,2020-09-04,88.34177793373311
3426,7654,Amanda Hamilton,2022-01-12,2021-03-13,55.99188155442041
3427,9666,Kimberly Soto,2022-01-31,2021-05-17,90.00419821835088
